12 Feb,REFLECTION | MAKE-UP,,,,,
13 Feb,GEN 31,0,PS 36:1-6,0,HEB 4-6,0
14 Feb,GEN 32,0,PS 36:7-12,0,HEB 4-6,0
15 Feb,GEN 33,0,PS 37:1-7,0,HEB 4-6,0
16 Feb,GEN 34,0,PS 37:8-17,0,HEB 7-9,0
17 Feb,GEN 35,0,PS 37:18-26,0,HEB 7-9,0
18 Feb,GEN 36:1-37:11,0,PS 37:27-33,0,HEB 7-9,0
19 Feb,REFLECTION | MAKE-UP,,,,,
20 Feb,GEN 37:12-36,0,PS 37:34-40,0,HEB 10-11,0
21 Feb,GEN 38-39,0,PS 38:1-4,0,HEB 10-11,0
22 Feb,GEN 40,0,PS 38:5-12,0,HEB 10-11,0
23 Feb,GEN 41,0,PS 38:13-16,0,HEB 12-13,0
24 Feb,GEN 42,0,PS 38:17-22,0,HEB 12-13,0
25 Feb,GEN 43,0,PS 39,0,HEB 12-13,0
26 Feb,REFLECTION | MAKE-UP,,,,,
27 Feb,GEN 44,0,PS 40:1-10,0,MT 1-3,0
28 Feb,GEN 45,0,PS 40:11-17,0,MT 1-3,0
01 Mar,GEN 46,0,PS 41:1-3,0,MT 1-3,0
02 Mar,GEN 47-48,0,PS 41:4-13,0,MT 4-6,0
03 Mar,GEN 49:1-27,0,PS 42,0,MT 4-6,0
04 Mar,GEN 49:28-50:26,0,PS 43,0,MT 4-6,0
05 Mar,REFLECTION | MAKE-UP,,,,,
06 Mar,SOS 1-2,0,PS 44:1-8,0,MT 7-9,0
07 Mar,SOS 3:1-5:9,0,PS 44:9-16,0,MT 7-9,0
08 Mar,SOS 5:10-8:14,0,PS 44:17-26,0,MT 7-9,0
09 Mar,LAM 1-2,0,PS 45:1-9,0,MT 10-12,0
10 Mar,LAM 3:1-36,0,PS 45:10-17,0,MT 10-12,0
11 Mar,LAM 3:37-66,0,PS 46:1-11,0,MT 10-12,0
12 Mar,REFLECTION | MAKE-UP,,,,,
13 Mar,LAM 4,0,PS 46:10,0,MT 13-15,0
14 Mar,LAM 5,0,PS 47,0,MT 13-15,0
15 Mar,EZK 1:1-3:15,0,PS 48:1-8,0,MT 13-15,0
16 Mar,EZK 3:16-5:17,0,PS 48:9-14,0,MT 16-18,0
17 Mar,EZK 6-7,0,PS 49:1-9,0,MT 16-18,0
18 Mar,EZK 8-9,0,PS 49:10-20,0,MT 16-18,0
19 Mar,REFLECTION | MAKE-UP,,,,,
20 Mar,EZK 10:1-11:13,0,PS 50:1-6,0,MT 19-21,0
21 Mar,EZK 11:14-12:28,0,PS 50:7-15,0,MT 19-21,0
22 Mar,EZK 13,0,PS 50:16-23,0,MT 19-21,0
23 Mar,EZK 14-15,0,PS 51:1-6,0,MT 22-24,0
24 Mar,EZK 16,0,PS 51:7-19,0,MT 22-24,0
25 Mar,EZK 17,0,PS 52,0,MT 22-24,0
26 Mar,REFLECTION | MAKE-UP,,,,,
27 Mar,EZK 18-19,0,PS 53,0,MT 25-26,0
28 Mar,EZK 20,0,PS 54,0,MT 25-26,0
29 Mar,EZK 21,0,PS 55:1-8,0,MT 25-26,0
30 Mar,EZK 22,0,PS 55:9-15,0,MT 27-28,0
31 Mar,EZK 23,0,PS 55:16-23,0,MT 27-28,0
01 Apr,EZK 24-25,0,PS 56,0,MT 27-28,0
02 Apr,REFLECTION | MAKE-UP,,,,,
03 Apr,EZK 26,0,PS 57:1-6,0,1 CO 1-3,0
04 Apr,EZK 27:1-28:10,0,PS 57:7-11,0,1 CO 1-3,0
05 Apr,EZK 28:11-29:21,0,PS 58,0,1 CO 1-3,0
06 Apr,EZK 30-31,0,PS 59:1-10,0,1 CO 4-6,0
07 Apr,EZK 32,0,PS 59:11-17,0,1 CO 4-6,0
08 Apr,EZK 33,0,PS 60:1-5,0,1 CO 4-6,0
09 Apr,REFLECTION | MAKE-UP,,,,,
10 Apr,EZK 34-35,0,PS 60:6-12,0,1 CO 7-9,0
11 Apr,EZK 36,0,PS 61:1-8,0,1 CO 7-9,0
12 Apr,EZK 37,0,PS 61:9-12,0,1 CO 7-9,0
13 Apr,EZK 38:1-39:24,0,PS 62:1-8,0,1 CO 10-12,0
14 Apr,EZK 39:25-40:27,0,PS 62:9-12,0,1 CO 10-12,0
15 Apr,EZK 40:28-41:26,0,PS 63,0,1 CO 10-12,0
16 Apr,REFLECTION | MAKE-UP,,,,,
17 Apr,EZK 42-43,0,PS 64,0,1 CO 13-16,0
18 Apr,EZK 44,0,PS 65:1-8,0,1 CO 13-16,0
19 Apr,EZK 45,0,PS 65:9-13,0,1 CO 13-16,0
20 Apr,EZK 46:1-47:12,0,PS 66:1-12,0,1 PT 1-3,0
21 Apr,EZK 47:13-48:35,0,PS 66:13-20,0,1 PT 1-3,0
22 Apr,1 KI 1,0,PS 67,0,1 PT 1-3,0
23 Apr,REFLECTION | MAKE-UP,,,,,
24 Apr,1 KI 2,0,PS 68:1-6,0,1 PT 4-5,0
25 Apr,1 KI 3,0,PS 68:7-18,0,1 PT 4-5,0
26 Apr,1 KI 4-5,0,PS 68:19-27,0,1 PT 4-5,0
27 Apr,1 KI 6,0,PS 68:28-35,0,2 PT 1-3,0
28 Apr,1 KI 7,0,PS 69:1-5,0,2 PT 1-3,0
29 Apr,1 KI 8:1-21,0,PS 69:6-12,0,2 PT 1-3,0
30 Apr,REFLECTION | MAKE-UP,,,,,
01 May,1 KI 8:22-66,0,PS 69:13-21,0,LK 1-3,0
02 May,1 KI 9,0,PS 69:22-28,0,LK 1-3,0
03 May,1 KI 10:1-11:8,0,PS 69:29-36,0,LK 1-3,0
04 May,1 KI 11:9-43,0,PS 70,0,LK 4-6,0
05 May,1 KI 12,0,PS 71:1-11,0,LK 4-6,0
06 May,1 KI 13,0,PS 71:12-24,0,LK 4-6,0
07 May,REFLECTION | MAKE-UP,,,,,
08 May,1 KI 14:1-15:8,0,PS 72:1-11,0,LK 7-9,0
09 May,1 KI 15:9-16:20,0,PS 72:12-20,0,LK 7-9,0
10 May,1 KI 16:21-17:24,0,PS 73:1-9,0,LK 7-9,0
11 May,1 KI 18:1-40,0,PS 73:10-17,0,LK 10-12,0
12 May,1 KI 18:41-19:21,0,PS 73:18-22,0,LK 10-12,0
13 May,1 KI 20,0,PS 73:23-28,0,LK 10-12,0
14 May,REFLECTION | MAKE-UP,,,,,
15 May,1 KI 21,0,PS 74:1-8,0,LK 13-15,0
16 May,1 KI 22:1-28,0,PS 74:9-17,0,LK 13-15,0
17 May,1 KI 22:29-53,0,PS 74:18-23,0,LK 13-15,0
18 May,2 KI 1-2,0,PS 75,0,LK 16-18,0
19 May,2 KI 3:1-4:17,0,PS 76:1-6,0,LK 16-18,0
20 May,2 KI 4:18-5:27,0,PS 76:7-12,0,LK 16-18,0
21 May,REFLECTION | MAKE-UP,,,,,
22 May,2 KI 6,0,PS 77:1-9,0,LK 19-21,0
23 May,2 KI 7-8,0,PS 77:10-15,0,LK 19-21,0
24 May,2 KI 9,0,PS 77:16-20,0,LK 19-21,0
25 May,2 KI 10,0,PS 78:1-8,0,LK 22-24,0
26 May,2 KI 11-12,0,PS 78:9-17,0,LK 22-24,0
27 May,2 KI 13,0,PS 78:18-22,0,LK 22-24,0
28 May,REFLECTION | MAKE-UP,,,,,
29 May,2 KI 14,0,PS 78:23-31,0,AC 1-3,0
30 May,2 KI 15,0,PS 78:32-39,0,AC 1-3,0
31 May,2 KI 16:1-17:23,0,PS 78:40-53,0,AC 1-3,0
01 Jun,2 KI 17:24-18:12,0,PS 78:54-58,0,AC 4-6,0
02 Jun,2 KI 18:13-19:13,0,PS 78:59-66,0,AC 4-6,0
03 Jun,2 KI 19:14-20:21,0,PS 78:67-72,0,AC 4-6,0
04 Jun,REFLECTION | MAKE-UP,,,,,
05 Jun,2 KI 21:1-22:7,0,PS 79:1-4,0,AC 7-9,0
06 Jun,2 KI 22:8-23:27,0,PS 79:5-13,0,AC 7-9,0
07 Jun,2 KI 23:28-24:20,0,PS 80:1-7,0,AC 7-9,0
08 Jun,2 KI 25,0,PS 80:8-19,0,AC 10-12,0
09 Jun,NUM 1:1-46,0,PS 81:1-7,0,AC 10-12,0
10 Jun,NUM 1:47-2:34,0,PS 81:8-16,0,AC 10-12,0
11 Jun,REFLECTION | MAKE-UP,,,,,
12 Jun,NUM 3:1-39,0,PS 82,0,AC 13-15,0
13 Jun,NUM 3:40-51,0,PS 83:1-8,0,AC 13-15,0
14 Jun,NUM 4,0,PS 83:9-18,0,AC 13-15,0
15 Jun,NUM 5,0,PS 84:1-7,0,AC 16-18,0
16 Jun,NUM 6:1-7:11,0,PS 84:8-12,0,AC 16-18,0
17 Jun,NUM 7:12-89,0,PS 85:1-7,0,AC 16-18,0
18 Jun,REFLECTION | MAKE-UP,,,,,
19 Jun,NUM 8,0,PS 85:8-13,0,AC 19-22,0
20 Jun,NUM 9,0,PS 86:1-4,0,AC 19-22,0
21 Jun,NUM 10,0,PS 86:5-13,0,AC 19-22,0
22 Jun,NUM 11,0,PS 86:14-17,0,AC 23-25,0
23 Jun,NUM 12-13,0,PS 87,0,AC 23-25,0
24 Jun,NUM 14:1-38,0,PS 88:1-7,0,AC 23-25,0
25 Jun,REFLECTION | MAKE-UP,,,,,
26 Jun,NUM 14:39-15:31,0,PS 88:8-18,0,AC 26-28,0
27 Jun,NUM 15:32-16:50,0,PS 89:1-7,0,AC 26-28,0
28 Jun,NUM 17,0,PS 89:8-18,0,AC 26-28,0
29 Jun,NUM 18,0,PS 89:19-29,0,-,0
30 Jun,NUM 19-20,0,PS 89:30-37,0,-,0
01 Jul,NUM 21,0,PS 89:38-45,0,RM 1-3,0
02 Jul,REFLECTION | MAKE-UP,,,,,
03 Jul,NUM 22,0,PS 89:46-52,0,RM 1-3,0
04 Jul,NUM 23,0,PS 90:1-8,0,RM 1-3,0
05 Jul,NUM 24-25,0,PS 90:9-17,0,RM 4-6,0
06 Jul,NUM 26,0,PS 91:1-10,0,RM 4-6,0
07 Jul,NUM 27,0,PS 91:11-16,0,RM 4-6,0
08 Jul,NUM 28,0,PS 92:1-9,0,RM 7-9,0
09 Jul,REFLECTION | MAKE-UP,,,,,
10 Jul,NUM 29,0,PS 92:10-15,0,RM 7-9,0
11 Jul,NUM 30,0,PS 93,0,RM 7-9,0
12 Jul,NUM 31,0,PS 94:1-15,0,RM 10-12,0
13 Jul,NUM 32,0,PS 94:16-23,0,RM 10-12,0
14 Jul,NUM 33:1-49,0,PS 95:1-5,0,RM 10-12,0
15 Jul,NUM 33:50-34:15,0,PS 95:6-11,0,RM 13-16,0
16 Jul,REFLECTION | MAKE-UP,,,,,
17 Jul,NUM 34:16-35:8,0,PS 96:1-6,0,RM 13-16,0
18 Jul,NUM 35:9-36:13,0,PS 96:7-13,0,RM 13-16,0
19 Jul,ZEP 1-3,0,PS 97,0,JM 1-3,0
20 Jul,1 CH 1,0,PS 98,0,JM 1-3,0
21 Jul,1 CH 2,0,PS 99,0,JM 1-3,0
22 Jul,1 CH 3,0,PS 100,0,JM 4-5,0
21 Jul,REFLECTION | MAKE-UP,,,,,
24 Jul,1 CH 4,0,PS 101,0,JM 4-5,0
25 Jul,1 CH 5,0,PS 102:1-11,0,JM 4-5,0
26 Jul,1 CH 6:1-48,0,PS 102:12-17,0,COL 1-2,0
27 Jul,1 CH 6:49-81,0,PS 102:18-22,0,COL 1-2,0
28 Jul,1 CH 7,0,PS 102:23-28,0,COL 1-2,0
29 Jul,1 CH 8,0,PS 103:1-5,0,COL 3-4,0
30 Jul,REFLECTION | MAKE-UP,,,,,
31 Jul,1 CH 9:1-34,0,PS 103:6-14,0,COL 3-4,0
01 Aug,1 CH 9:35-11:9,0,PS 103:15-22,0,COL 3-4,0
02 Aug,1 CH 11:10-47,0,PS 104:1-9,0,GA 1-3,0
03 Aug,1 CH 12,0,PS 104:10-18,0,GA 1-3,0
04 Aug,1 CH 13-14,0,PS 104:19-26,0,GA 1-3,0
05 Aug,1 CH 15:1-16:7,0,PS 104:27-35,0,GA 4-6,0
06 Aug,REFLECTION | MAKE-UP,,,,,
07 Aug,1 CH 16:8-43,0,PS 105:1-6,0,GA 4-6,0
08 Aug,1 CH 17-18,0,PS 105:7-15,0,GA 4-6,0
09 Aug,1 CH 19-20,0,PS 105:16-22,0,EPH 1-3,0
10 Aug,1 CH 21-22,0,PS 105:23-36,0,EPH 1-3,0
11 Aug,1 CH 23,0,PS 105:37-45,0,EPH 1-3,0
12 Aug,1 CH 24,0,PS 106:1-5,0,EPH 4-6,0
13 Aug,REFLECTION | MAKE-UP,,,,,
14 Aug,1 CH 25:1-26:19,0,PS 106:6-15,0,EPH 4-6,0
15 Aug,1 CH 26:20-27:34,0,PS 106:16-23,0,EPH 4-6,0
16 Aug,1 CH 28,0,PS 106:24-33,0,PHP 1-2,0
17 Aug,1 CH 29,0,PS 106:34-39,0,PHP 1-2,0
18 Aug,2 CH 1-3,0,PS 106:40-48,0,PHP 1-2,0
19 Aug,2 CH 4-5,0,PS 107:1-9,0,PHP 3-4,0
20 Aug,REFLECTION | MAKE-UP,,,,,
21 Aug,2 CH 6,0,PS 107:10-16,0,PHP 3-4,0
22 Aug,2 CH 7-8,0,PS 107:17-22,0,PHP 3-4,0
23 Aug,2 CH 9,0,PS 107:23-32,0,"PHM 2 JN 3 JN",0
24 Aug,2 CH 10-11,0,PS 107:33-43,0,"PHM 2 JN 3 JN",0
25 Aug,2 CH 12-13,0,PS 108:1-4,0,"PHM 2 JN 3 JN",0
26 Aug,2 CH 14-15,0,PS 108:5-13,0,2 CO 1-3,0
27 Aug,REFLECTION | MAKE-UP,,,,,
28 Aug,2 CH 16-17,0,PS 109:1-5,0,2 CO 1-3,0
29 Aug,2 CH 18,0,PS 109:6-15,0,2 CO 1-3,0
30 Aug,2 CH 19-20,0,PS 109:16-20,0,2 CO 4-6,0
31 Aug,2 CH 21-22,0,PS 109:21-28,0,2 CO 4-6,0
01 Sep,2 CH 23:1-24:19,0,PS 109:29-31,0,2 CO 4-6,0
02 Sep,2 CH 24:20-25:28,0,PS 110,0,2 CO 7-8,0
03 Sep,REFLECTION | MAKE-UP,,,,,
04 Sep,2 CH 26-27,0,PS 111,0,2 CO 7-8,0
05 Sep,2 CH 28:1-29:19,0,PS 112,0,2 CO 7-8,0
06 Sep,2 CH 29:20-30:27,0,PS 113,0,2 CO 9-10,0
07 Sep,2 CH 31:1-32:8,0,PS 114,0,2 CO 9-10,0
08 Sep,2 CH 32:9-33:9,0,PS 115:1-8,0,2 CO 9-10,0
09 Sep,2 CH 33:10-34:21,0,PS 115:9-18,0,2 CO 11-13,0
10 Sep,REFLECTION | MAKE-UP,,,,,
11 Sep,2 CH 34:22-35:27,0,PS 116:1-9,0,2 CO 11-13,0
12 Sep,2 CH 36,0,PS 116:10-19,0,2 CO 11-13,0
13 Sep,JDG 1,0,PS 117,0,1 TI 1-3,0
14 Sep,JDG 2:1-3:11,0,PS 118:1-9,0,1 TI 1-3,0
15 Sep,JDG 3:12-4:24,0,PS 118:10-16,0,1 TI 1-3,0
16 Sep,JDG 5,0,PS 118:17-24,0,1 TI 4-6,0
17 Sep,REFLECTION | MAKE-UP,,,,,
18 Sep,JDG 6,0,PS 118:25-29,0,1 TI 4-6,0
19 Sep,JDG 7:1-8:21,0,PS 119:1-8,0,1 TI 4-6,0
20 Sep,JDG 8:22-9:21,0,PS 119:9-16,0,2 TI 1-2,0
21 Sep,JDG 9:22-57,0,PS 119:17-32,0,2 TI 1-2,0
22 Sep,JDG 10:1-11:28,0,PS 119:33-40,0,2 TI 1-2,0
23 Sep,JDG 11:29-12:15,0,PS 119:41-48,0,2 TI 3-4,0
24 Sep,REFLECTION | MAKE-UP,,,,,
25 Sep,JDG 13-14,0,PS 119:49-56,0,2 TI 3-4,0
26 Sep,JDG 15:1-16:22,0,PS 119:57-64,0,2 TI 3-4,0
27 Sep,JDG 16:23-17:13,0,PS 119:65-72,0,Titus 1-3,0
28 Sep,JDG 18,0,PS 119:73-80,0,Titus 1-3,0
29 Sep,JDG 19,0,PS 119:81-88,0,Titus 1-3,0
30 Sep,JDG 20,0,PS 119:89-96,0,-,0
01 Oct,REFLECTION | MAKE-UP,,,,,
02 Oct,JDG 21,0,PS 119:97-104,0,AC 1-3,0
03 Oct,JOB 1-2,0,PS 119:105-112,0,AC 1-3,0
04 Oct,JOB 3,0,PS 119:113-120,0,AC 1-3,0
05 Oct,JOB 4-5,0,PS 119:121-128,0,AC 4-6,0
06 Oct,JOB 6,0,PS 119:129-136,0,AC 4-6,0
07 Oct,JOB 7-8,0,PS 119:137-144,0,AC 4-6,0
08 Oct,REFLECTION | MAKE-UP,,,,,
09 Oct,JOB 9,0,PS 119:145-152,0,AC 7-9,0
10 Oct,JOB 10-11,0,PS 119:153-160,0,AC 7-9,0
11 Oct,JOB 12,0,PS 119:161-168,0,AC 7-9,0
12 Oct,JOB 13-14,0,PS 119:169-176,0,AC 10-12,0
13 Oct,JOB 15,0,PS 120,0,AC 10-12,0
14 Oct,JOB 16-17,0,PS 121,0,AC 10-12,0
15 Oct,REFLECTION | MAKE-UP,,,,,
16 Oct,JOB 18-19,0,PS 122,0,AC 13-15,0
17 Oct,JOB 20,0,PS 123,0,AC 13-15,0
18 Oct,JOB 21,0,PS 124,0,AC 13-15,0
19 Oct,JOB 22,0,PS 125,0,AC 16-18,0
20 Oct,JOB 23-24,0,PS 126,0,AC 16-18,0
21 Oct,JOB 25-27,0,PS 127,0,AC 16-18,0
22 Oct,REFLECTION | MAKE-UP,,,,,
23 Oct,JOB 28,0,PS 128,0,AC 19-22,0
24 Oct,JOB 29-30,0,PS 129,0,AC 19-22,0
25 Oct,JOB 31,0,PS 130,0,AC 19-22,0
26 Oct,JOB 32,0,PS 131,0,AC 23-25,0
27 Oct,JOB 33,0,PS 132:1-10,0,AC 23-25,0
28 Oct,JOB 34,0,PS 132:11-18,0,AC 23-25,0
29 Oct,REFLECTION | MAKE-UP,,,,,
30 Oct,JOB 35-36,0,PS 133,0,AC 26-28,0
31 Oct,JOB 37,0,PS 134,0,AC 26-28,0
01 Nov,JOB 38,0,PS 135:1-12,0,AC 26-28,0
02 Nov,JOB 39-40,0,PS 135:13-21,0,RE 1-3,0
03 Nov,JOB 41-42,0,PS 136:1-9,0,RE 1-3,0
04 Nov,HAG 1-2,0,PS 136:10-16,0,RE 1-3,0
05 Nov,REFLECTION | MAKE-UP,,,,,
06 Nov,EZ 1-2,0,PS 136:17-26,0,RE 4-6,0
07 Nov,EZ 3,0,PS 137,0,RE 4-6,0
08 Nov,EZ 4-5,0,PS 138,0,RE 4-6,0
09 Nov,EZ 6-7,0,PS 139:1-12,0,RE 7-9,0
10 Nov,EZ 8,0,PS 139:13-24,0,RE 7-9,0
11 Nov,EZ 9,0,PS 140:1-5,0,RE 7-9,0
12 Nov,REFLECTION | MAKE-UP,,,,,
13 Nov,EZ 10,0,PS 140:6-13,0,RE 10-12,0
14 Nov,OBAD,0,PS 141,0,RE 10-12,0
15 Nov,NAH 1-3,0,PS 142,0,RE 10-12,0
16 Nov,HAB 1-3,0,PS 143,0,RE 13-15,0
17 Nov,MAL 1-2,0,PS 144:1-11,0,RE 13-15,0
18 Nov,MAL 3-4,0,PS 144:12-15,0,RE 13-15,0
19 Nov,REFLECTION | MAKE-UP,,,,,
20 Nov,NEH 1-2,0,PS 145:1-7,0,RE 16-18,0
21 Nov,NEH 3-4,0,PS 145:8-13,0,RE 16-18,0
22 Nov,NEH 5-6,0,PS 145:14-21,0,RE 16-18,0
23 Nov,NEH 7,0,PS 146,0,RE 19-20,0
24 Nov,NEH 8,0,PS 147:1-6,0,RE 19-20,0
25 Nov,NEH 9,0,PS 147:7-11,0,RE 19-20,0
26 Nov,REFLECTION | MAKE-UP,,,,,
27 Nov,NEH 10,0,PS 147:12-20,0,RE 21-22,0
28 Nov,NEH 11,0,PS 148,0,RE 21-22,0
29 Nov,NEH 12,0,PS 149,0,RE 21-22,0
30 Nov,NEH 13,0,PS 150,0,-,0
01 Dec,AM 1-2,0,PS 1,0,MK 1-3,0
02 Dec,AM 3-4,0,PS 2,0,MK 1-3,0
03 Dec,AM 5-6,0,PS 3,0,MK 1-3,0
04 Dec,REFLECTION | MAKE-UP,,,,,
05 Dec,AM 7-9,0,PS 4,0,MK 4-6,0
06 Dec,JER 1,0,PS 5:1-7,0,MK 4-6,0
07 Dec,JER 2:1-4:4,0,PS 5:8-12,0,MK 4-6,0
08 Dec,JER 4:5-5:13,0,PS 6,0,MK 7-9,0
09 Dec,JER 5:14-6:30,0,PS 7:1-10,0,MK 7-9,0
10 Dec,JER 7:1-29,0,PS 7:11-17,0,MK 7-9,0
11 Dec,REFLECTION | MAKE-UP,,,,,
12 Dec,JER 7:30-9:26,0,PS 8:1-9,0,MK 10-12,0
13 Dec,JER 10,0,PS 9:1-6,0,MK 10-12,0
14 Dec,JER 11-12,0,PS 9:7-20,0,MK 10-12,0
15 Dec,JER 13,0,PS 10:1-11,0,MK 13-14,0
16 Dec,JER 14-15,0,PS 10:12-18,0,MK 13-14,0
17 Dec,JER 16:1-17:13,0,PS 11,0,MK 13-14,0
18 Dec,REFLECTION | MAKE-UP,,,,,
19 Dec,JER 17:14-18:23,0,PS 12,0,MK 15-16,0
20 Dec,JER 19-20,0,PS 13,0,MK 15-16,0
21 Dec,JER 21-22,0,PS 14,0,MK 15-16,0
22 Dec,JER 23,0,PS 15,0,1 TH 1-3,0
23 Dec,JER 24:1-25:14,0,PS 16,0,1 TH 1-3,0
24 Dec,JER 25:15-26:24,0,PS 17:1-9,0,1 TH 1-3,0
25 Dec,REFLECTION | MAKE-UP,,,,,
26 Dec,JER 27-28,0,PS 17:10-15,0,1 TH 4-5,0
27 Dec,JER 29,0,PS 18:1-6,0,1 TH 4-5,0
28 Dec,JER 30,0,PS 18:7-19,0,1 TH 4-5,0
29 Dec,JER 31,0,PS 18:20-30,0,2 TH 1-3,0
30 Dec,JER 32,0,PS 18:31-45,0,2 TH 1-3,0
31 Dec,JER 33,0,PS 18:46-50,0,2 TH 1-3,0
